"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"1311444","","NEW","2013-03-08T19:36:57","U","PC","","N","Y","OFF","2013-04-03","2014-12-31","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","FIXED","USD-LIBOR-BBA","Percent","0.42949","","0","USD","USD","250,000,000+","250,000,000+","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311445","1299123","CANCEL","2013-03-08T14:05:00","U","","","N","Y","","2013-03-12","2016-02-16","30/360","USD","IR","","NA","Trade","FIXED","USD-LIBOR-BBA","Percent","0.55272","","0","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311448","","NEW","2013-03-08T22:20:02","U","PC","","N","Y","OFF","2013-02-04","2017-01-02","BUS/252","BRL","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","BRL-CDI","Percent","8.72","USD","4,911.24643","BRL","BRL","1,000,000","1,000,000","1T","1T","","1D","","0","","","","0","","","Percent","0","","0"
"1311449","","NEW","2013-03-08T19:36:55","U","PC","","N","Y","OFF","2013-04-03","2014-12-31","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","FIXED","USD-LIBOR-BBA","Percent","0.42824","USD","390,842.61838","USD","USD","250,000,000+","250,000,000+","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311450","","NEW","2013-03-08T23:10:57","C","","","N","Y","OFF","2013-03-12","2043-03-12","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.114","","0","USD","USD","8,000,000","8,000,000","3M","6M","3M","","","0","","","","0","","","Percent","0","","0"
"1311451","1260490","CANCEL","2013-03-06T15:55:16","U","","","N","Y","OFF","2013-03-28","2017-09-28","","","IR","","InterestRate:Exotic","Trade","","","Embedded","0","","0","USD","","15,000,000","0","","","","","","0","","","","0","","","","0","","0"
"1311452","1260490","CORRECT","2013-03-08T15:55:16","U","","","N","Y","OFF","2013-03-28","2017-09-28","","","IR","","InterestRate:Exotic","Trade","","","Embedded","0","","0","USD","","15,000,000","0","","","","","","0","","","","0","","","","0","","0"
"1311453","1300229","CANCEL","2013-03-08T14:56:50","U","","","N","Y","","2013-03-12","2023-03-13","30/360","USD","IR","","NA","Trade","FIXED","USD-LIBOR-BBA","Percent","2.14","","0","USD","USD","4,000,000","4,000,000","6M","6M","","3M","","0","","","","0","","","Percent","0","","0"
"1311455","1300234","CANCEL","2013-03-08T14:56:49","U","","","N","Y","","2013-03-12","2023-03-13","30/360","USD","IR","","NA","Trade","FIXED","USD-LIBOR-BBA","Percent","2.14","","0","USD","USD","4,000,000","4,000,000","6M","6M","","3M","","0","","","","0","","","Percent","0","","0"
"1311456","","NEW","2013-03-08T19:36:31","U","UC","","N","Y","OFF","2013-04-03","2017-05-31","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","FIXED","USD-LIBOR-BBA","Percent","0.69782","USD","246,006.38978","USD","USD","100,000,000+","100,000,000+","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311457","","NEW","2013-03-08T23:13:41","U","UC","","N","Y","OFF","2013-02-22","2043-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","2.5445","","0","EUR","EUR","1,000,000","1,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311458","","NEW","2013-03-08T19:36:35","U","PC","","N","Y","OFF","2013-04-03","2017-05-31","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","FIXED","USD-LIBOR-BBA","Percent","0.76152","","0","USD","USD","100,000,000+","100,000,000+","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311459","","NEW","2013-03-01T23:40:09","U","UC","","Y","Y","OFF","2013-03-07","2017-07-07","","USD","IR","","InterestRate:Exotic","Trade","libor","","Percentage","0.01769","","0","USD","USD","100,000,000+","85,435,164+","","","","","","0","","","","0","","","","0","","0"
"1311460","1300236","CANCEL","2013-03-08T14:56:50","U","","","N","Y","","2013-03-12","2023-03-13","30/360","USD","IR","","NA","Trade","FIXED","USD-LIBOR-BBA","Percent","2.14","","0","USD","USD","2,000,000","2,000,000","6M","6M","","3M","","0","","","","0","","","Percent","0","","0"
"1311461","1300245","CANCEL","2013-03-08T14:56:49","U","","","N","Y","","2013-03-12","2023-03-13","30/360","USD","IR","","NA","Trade","FIXED","USD-LIBOR-BBA","Percent","2.14","","0","USD","USD","2,000,000","2,000,000","6M","6M","","3M","","0","","","","0","","","Percent","0","","0"
"1311462","","NEW","2013-03-08T23:17:00","U","UC","","N","Y","OFF","2011-04-07","2028-02-15","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","USD-LIBOR-BBA","Percent","4.065","USD","8,470,000","USD","USD","50,000,000","50,000,000","6M","3M","","3M","","0","","","","0","","","Percent","0","","0"
"1311463","1288594","CANCEL","2013-03-07T18:54:36","U","","","Y","Y","OFF","2013-11-29","2023-11-29","30/360","USD","IR","","InterestRate:CrossCurrency:FixedFixed","Trade","FIXED","FIXED","Percent","3.73","","0","USD","EUR","20,000,000","15,298,707","6M","6M","","","","0","","","","0","","","Percent","3.06","","0"
"1311464","1288594","CORRECT","2013-03-08T23:19:00","U","","","Y","Y","OFF","2013-11-29","2023-11-29","30/360","USD","IR","","InterestRate:CrossCurrency:FixedFixed","Trade","FIXED","FIXED","Percent","3.73","","0","USD","EUR","9,000,000","6,884,418","6M","6M","","","","0","","","","0","","","Percent","3.06","","0"
"1311465","","NEW","2013-03-08T22:31:00","U","","","N","Y","OFF","2013-03-12","2023-03-12","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","USD-LIBOR-BBA","Percent","2.08","","0","USD","USD","8,000,000","8,000,000","6M","1M","","1M","","0","","","","0","","","Percent","0","","0"
"1311466","1311464","CANCEL","2013-03-08T23:19:00","U","","","Y","Y","OFF","2013-11-29","2023-11-29","30/360","USD","IR","","InterestRate:CrossCurrency:FixedFixed","Trade","FIXED","FIXED","Percent","3.73","","0","USD","EUR","9,000,000","6,884,418","6M","6M","","","","0","","","","0","","","Percent","3.06","","0"
"1311467","1311464","CORRECT","2013-03-08T23:22:00","U","","","Y","Y","OFF","2013-11-29","2023-11-29","30/360","USD","IR","","InterestRate:CrossCurrency:FixedFixed","Trade","FIXED","FIXED","Percent","3.73","","0","USD","EUR","9,000,000","6,884,418","6M","6M","","","","0","","","","0","","","Percent","3.06","","0"
"1311468","","NEW","2013-03-08T23:18:57","U","UC","","N","Y","OFF","2013-02-22","2023-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","1.914","EUR","26,336.68831","EUR","EUR","3,000,000","3,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311469","","NEW","2013-03-08T23:21:11","U","","","Y","Y","OFF","2013-11-29","2023-11-29","30/360","USD","IR","","InterestRate:CrossCurrency:FixedFixed","Trade","FIXED","FIXED","Percent","3.73","","0","USD","EUR","11,000,000","8,414,289","6M","6M","","","","0","","","","0","","","Percent","3.06","","0"
"1311470","","NEW","2013-03-08T23:25:35","U","UC","","N","Y","OFF","2013-02-22","2016-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","0.7398","EUR","10,828.28283","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311471","","NEW","2013-03-08T23:26:30","U","UC","","N","Y","OFF","2013-06-28","2020-02-15","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","USD-LIBOR-BBA","FIXED","Percent","1.49345","USD","41,962.7907","USD","USD","6,000,000","6,000,000","3M","6M","3M","","","0","","","","0","","","Percent","0","","0"
"1311472","","NEW","2013-03-08T23:27:09","U","UC","","N","Y","OFF","2013-03-11","2043-03-11","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","USD-LIBOR-BBA","FIXED","Percent","3.0497","USD","1,337.6","USD","USD","380,000","380,000","3M","6M","3M","","","0","","","","0","","","Percent","0","","0"
"1311475","","NEW","2013-03-08T23:31:29","U","UC","","N","Y","OFF","2013-02-15","2016-02-15","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","0.7708","","0","EUR","EUR","3,000,000","3,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311476","","NEW","2013-03-08T23:32:51","U","UC","","N","Y","OFF","2013-02-15","2016-02-15","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","0.7708","EUR","20,192.44392","EUR","EUR","3,000,000","3,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311477","","NEW","2013-03-08T23:12:50","C","","","N","Y","OFF","2013-03-12","2020-03-12","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.563","","0","USD","USD","25,000,000","25,000,000","3M","6M","3M","","","0","","","","0","","","Percent","0","","0"
"1311478","","NEW","2013-03-08T23:34:01","U","UC","","N","Y","OFF","2013-06-26","2020-02-15","30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","USD-LIBOR-BBA","FIXED","Percent","1.49071","USD","15,589.14729","USD","USD","2,000,000","2,000,000","3M","6M","3M","","","0","","","","0","","","Percent","0","","0"
"1311479","","NEW","2013-02-28T22:55:00","U","PC","","Y","Y","OFF","2012-01-30","2037-02-01","","USD","IR","","InterestRate:Exotic","Termination","","","Percentage","0.0444","","0","USD","","6,000,000","0","","","","","","0","","","","0","","","","0","","0"
"1311480","","NEW","2013-03-08T23:35:50","U","UC","","N","Y","OFF","2013-02-25","2043-02-25","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","2.5","","0","EUR","EUR","280,000","280,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311481","","NEW","2013-03-08T23:37:10","U","UC","","N","Y","OFF","2013-02-22","2023-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","1.9105","","0","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311482","","NEW","2013-03-08T23:37:43","U","UC","","N","Y","OFF","2013-02-25","2043-02-25","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","2.487","","0","EUR","EUR","670,000","670,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311483","","NEW","2013-03-08T23:38:28","U","UC","","N","Y","OFF","2013-02-22","2043-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","2.54","","0","EUR","EUR","670,000","670,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311484","","NEW","2013-03-08T16:00:38","U","UC","","N","Y","OFF","2013-07-03","2017-08-31","ACT/360","USD","IR","","InterestRate:IRSwap:OIS","Amendment","FEDFUNDS","FIXED","Percent","68.969","","0","USD","USD","70,000,000","70,000,000","1Y","1Y","1D","","","0","","","","0","","","Percent","0","","0"
"1311485","","NEW","2013-03-08T23:39:02","U","UC","","N","Y","OFF","2013-02-25","2023-02-25","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","1.854","","0","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311486","","NEW","2013-03-08T23:39:53","U","UC","","N","Y","OFF","2013-02-15","2016-02-15","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","0.771","","0","EUR","EUR","3,000,000","3,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311487","","NEW","2013-03-08T23:40:24","U","UC","","N","Y","OFF","2013-02-25","2023-02-25","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","1.8665","","0","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311488","","NEW","2013-03-08T23:29:51","U","","","N","Y","OFF","2013-02-08","2017-01-02",">BUS/252","USD","IR","","InterestRate:CrossCurrency:Basis","Trade","","CDI","Percent","0.013","USD","191.53516","USD","USD","140,000","140,000","1T","1T","","1D","","0","","","","0","","","Percent","0.013","","0"
"1311489","","NEW","2013-03-08T23:25:00","U","","","N","Y","OFF","2013-02-08","2017-01-02",">BUS/252","USD","IR","","InterestRate:CrossCurrency:Basis","Trade","","CDI","Percent","0.013","USD","16,417.59085","USD","USD","12,000,000","12,000,000","1T","1T","","1D","","0","","","","0","","","Percent","0.013","","0"
"1311490","","NEW","2013-03-08T23:12:12","U","","","N","Y","OFF","2013-02-08","2017-01-02",">BUS/252","USD","IR","","InterestRate:CrossCurrency:Basis","Trade","","CDI","Percent","0.013","USD","1,368.13092","USD","USD","1,000,000","1,000,000","1T","1T","","1D","","0","","","","0","","","Percent","0.013","","0"
"1311491","","NEW","2013-03-08T17:08:05","U","","","Y","Y","OFF","2013-03-27","2019-09-27","","USD","IR","","InterestRate:Exotic","Trade","","","Percentage","0","","0","USD","","10,000,000","0","","","","","","0","","","","0","","","","0","","0"
"1311492","1264125","CANCEL","2013-03-06T18:35:50","U","","","N","Y","OFF","2018-03-08","2038-03-08","30/360","USD","IR","","InterestRate:Exotic","Trade","LIBOR","FIXED","Percent","400","","0","USD","USD","75,000,000","75,000,000","3M","6M","3M","","","400","RF","","USD","0","2018-03-08","2037-09-08","","0","","0"
"1311493","1264125","CORRECT","2013-03-06T18:40:05","U","","","Y","Y","OFF","2018-03-08","2018-03-08","","USD","IR","","InterestRate:Exotic","Trade","","","Percentage","0","","0","USD","","53,000,000","0","","","","","","0","RF","","","0","","","","0","","0"
"1311494","755668","CANCEL","2013-02-25T17:31:28","U","","","N","Y","","2013-12-05","2014-12-05","ACT/360","USD","IR","","NA","Amendment","USD-LIBOR-BBA","JPY-LIBOR-BBA","Percent","0","USD","250,000","USD","JPY","250,000,000","20,562,500,000","3M","3M","3M","3M","","0","","","","0","","","Percent","-0.51125","","0"
"1311495","755718","CANCEL","2013-02-25T17:31:28","U","","","N","Y","","2013-12-05","2014-12-05","ACT/360","USD","IR","","NA","Amendment","USD-LIBOR-BBA","JPY-LIBOR-BBA","Percent","0","USD","0","USD","JPY","250,000,000","20,562,500,000","3M","3M","3M","3M","","0","","","","0","","","Percent","-0.51125","","0"
"1311496","1304046","CANCEL","2013-02-25T16:34:02","U","","","N","Y","","2013-12-05","2014-12-05","ACT/360","USD","IR","","NA","Trade","USD-LIBOR-BBA","JPY-LIBOR-BBA","Percent","0","","0","USD","JPY","250,000,000","20,575,000,000","3M","3M","3M","3M","","0","","","","0","","","Percent","-0.518","","0"
"1311497","","NEW","2013-03-09T00:00:26","U","UC","","N","Y","OFF","2013-02-22","2023-02-22","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Novation","EUR-EURIBOR-Reuters","FIXED","Percent","1.9105","","0","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311498","284892","CANCEL","2013-01-17T13:18:27","U","","","N","Y","","2014-01-22","2015-01-22","ACT/360","JPY","IR","","NA","Trade","JPY-LIBOR-BBA","USD-LIBOR-BBA","Percent","-0.4575","","0","JPY","USD","8,935,000,000","100,000,000","3M","3M","3M","3M","","0","","","","0","","","Percent","0","","0"
"1311499","755713","CANCEL","2013-02-25T17:32:51","U","","","N","Y","","2014-01-22","2015-01-22","ACT/360","JPY","IR","","NA","Amendment","JPY-LIBOR-BBA","USD-LIBOR-BBA","Percent","-0.4575","USD","0","JPY","USD","22,337,500,000","250,000,000","3M","3M","3M","3M","","0","","","","0","","","Percent","0","","0"
"1311500","755672","CANCEL","2013-02-25T17:32:51","U","","","N","Y","","2014-01-22","2015-01-22","ACT/360","JPY","IR","","NA","Amendment","JPY-LIBOR-BBA","USD-LIBOR-BBA","Percent","-0.4575","USD","250,000","JPY","USD","22,337,500,000","250,000,000","3M","3M","3M","3M","","0","","","","0","","","Percent","0","","0"
"1311501","","NEW","2013-03-09T00:02:57","U","UC","","N","Y","OFF","2013-02-25","2043-02-25","30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Novation","EUR-EURIBOR-Reuters","FIXED","Percent","2.487","","0","EUR","EUR","670,000","670,000","6M","1Y","6M","","","0","","","","0","","","Percent","0","","0"
"1311502","1304038","CANCEL","2013-02-25T16:35:54","U","","","N","Y","","2015-02-17","2016-02-17","ACT/360","USD","IR","","NA","Trade","USD-LIBOR-BBA","JPY-LIBOR-BBA","Percent","0","","0","USD","JPY","100,000,000","9,350,000,000","3M","3M","3M","3M","","0","","","","0","","","Percent","-0.62","","0"
